source,id,date,year,month,day,lat,lon,unc_m,basis,verification_status,dataset,dataset_key,license,province,locality,remarks,event_remarks,habitat
gbif,6535626306,2026-08-24,2026,8,24,65.96138,20.10239,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nästräsk, Lu lm",Påträffad under Sveaskogs naturvärdesinventering,,
gbif,6535630334,2026-08-24,2026,8,24,65.95987,20.10844,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nästräsk, Lu lm",Påträffad under Sveaskogs naturvärdesinventering,,
gbif,6536002376,2026-08-24,2026,8,24,65.96154,20.10959,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Nästräsk, Lu lm",Påträffad under Sveaskogs naturvärdesinventering,,
gbif,6536728332,2026-08-25,2026,8,25,65.67739,20.41,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Vistbäcken, Nb",Påträffad under Sveaskogs naturvärdesinventering,,
gbif,6522845332,2026-09-03,2026,9,3,61.77484,12.89601,11.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Kringelfjorden, Dlr",,,
gbif,6522973429,2026-09-07,2026,9,7,66.76564,20.15711,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Luovvunavarre, Lu lm",,,
gbif,6523713314,2026-09-08,2026,9,8,64.3763,19.50589,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Gladabäcken, Vb",,,
gbif,6535695303,2026-09-12,2026,9,12,64.20049,21.06543,400.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Grovsand södra, Vändskären, Ånäset, Vb",,,
gbif,6536137374,2026-09-10,2026,9,10,66.05212,22.5128,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Väg 356, Idbäcksvägen V Morjärv, Nb",,,
gbif,6536571337,2025-06-10,2025,6,10,66.62455,18.8353,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Vuojat, Lu lm",,,
gbif,5287358406,2025-08-10,2025,8,10,57.11076,13.75348,150.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Småland,"Slättö sand NR, Slättö sand NR, Sm",,,
gbif,5294775052,2025-08-20,2025,8,20,61.48494,16.85937,213.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Hälsingland,"Lindefallet tallheden, Hls",Återfynd i kanten mot vägen östra sidan,,
gbif,5294843651,2025-08-15,2025,8,15,59.61886,15.48098,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västmanland,"Södra Gröningsmossen, Vstm",,,
gbif,5294869806,2025-08-24,2025,8,24,59.23941,17.53073,200.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Södermanland,"Malmsjön, Srm",,,
gbif,5758955082,2025-08-30,2025,8,30,66.48744,20.6559,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"Vid vägen till Norrimyrtjärnen, Porsi, Lu lm",,,
gbif,5758991145,2025-08-31,2025,8,31,67.87805,20.98652,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Torne lappmark,"Esrange ravin, T lm",,,
gbif,5759068856,2025-08-27,2025,8,27,62.43377,13.43821,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Härjedalen,"Halvfardammen, Hede, Hjd",,,
gbif,5759090251,2025-08-31,2025,8,31,59.23394,17.54254,200.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Södermanland,"Malmsjön (Södertälje), Srm",,,
gbif,5759094786,2025-08-30,2025,8,30,61.10281,14.47105,141.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Stekpanngrav, Stekpanngrav, Dlr",,,
gbif,5759122957,2025-08-27,2025,8,27,62.44803,13.16194,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Härjedalen,"Stenloken, Långå, Hjd",,,
gbif,5759141252,2025-08-27,2025,8,27,67.12937,20.74765,1.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"E45, Lu lm",,,
gbif,5759155200,2025-08-31,2025,8,31,59.23439,17.52972,200.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Södermanland,"Malmsjön, Srm",,,
gbif,5759168248,2025-08-30,2025,8,30,59.74367,14.28202,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Värmland,"Ö Haggruvan, Vrm","""Något """"skum"""" biotop. Bland tallar med en ålder på 70-100 år men även granar och ädelgranar (Abies) på runt 80 år. Kalkrik barrskog och växte bland mossa och barr""",,
gbif,5922831365,2025-08-29,2025,8,29,64.47239,21.21452,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Sökängena, Vb",,,
gbif,6427612405,2025-08-28,2025,8,28,61.20971,14.32869,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Tiestjärnen, Dlr",,,
gbif,5763221042,2025-09-07,2025,9,7,61.48534,16.86021,20.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Hälsingland,"Kägelheden, Hls",,,
gbif,5763237111,2025-09-07,2025,9,7,59.88117,16.03933,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västmanland,"Virsboåsen NR, Vstm",Angripna av mögel. Återfynd.,,Tallås
gbif,5763243897,2025-09-04,2025,9,4,59.81701,17.59094,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Uppland,"Hågadalen-Nåstens naturreservat, Hågadalen-Nåstens naturreservat, Upl",Kollekt taget,,
gbif,5763255833,2025-09-04,2025,9,4,59.81777,17.58022,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Uppland,"Uppsala, Uppsala, Upl",Fruktkroppen gammal och viss möggeltillväxt. Kollekt taget,,
gbif,5763280627,2025-09-05,2025,9,5,61.91497,12.67184,50.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Klingstenen, Dlr",,,
gbif,5821859406,2025-09-08,2025,9,8,67.83197,20.78669,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Torne lappmark,"Sautusheden, SO, T lm",,,
gbif,5821867407,2025-09-14,2025,9,14,67.1832,22.69302,15.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Paloroa, Paloroa, Nb",,,
gbif,5821876398,2025-09-06,2025,9,6,63.8954,18.91692,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ångermanland,"Lagheden, Ång",,,
gbif,5821876829,2025-09-04,2025,9,4,61.58156,14.30008,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Landledaråsen, Dlr",,,
gbif,5821878468,2025-09-08,2025,9,8,67.83281,20.78672,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Torne lappmark,"Sautusheden, SO, T lm",,,
gbif,5821884618,2025-09-09,2025,9,9,63.91843,16.51439,15.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ångermanland,"Långvattentjärnen, Långvattentjärnen, Ång",,,
gbif,5821886089,2025-09-14,2025,9,14,61.9319,12.65063,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Grövelnäset, Dlr",,,
gbif,5821895839,2025-09-14,2025,9,14,61.93304,12.65017,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Grövelnäset , Dlr",,,
gbif,5821900578,2025-09-14,2025,9,14,61.93332,12.65009,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Grövelnäset, Dlr",,,
gbif,5821901939,2025-09-14,2025,9,14,61.93228,12.6507,3.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Grövelnäset , Dlr",,,
gbif,5821902716,2025-09-13,2025,9,13,60.08258,12.9233,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Värmland,"Furbergsmyrarna, Vrm",,,
gbif,5821908274,2025-09-16,2025,9,16,67.83488,20.78101,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Torne lappmark,"Sautusheden, SO, T lm",,,
gbif,5821908558,2025-09-14,2025,9,14,67.17936,22.70236,15.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Norrbotten,"Paloroa, Paloroa, Nb",,,
gbif,5821911246,2025-09-14,2025,9,14,61.93156,12.65134,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Grövelnäset, Dlr",,,
gbif,5821924499,2025-09-03,2025,9,3,64.08437,16.98966,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Åsele lappmark,"Sämsjöån, Ås lm",,,
gbif,5821937723,2025-09-08,2025,9,8,61.91455,12.67685,3.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Klingstenen, Dlr",,,
gbif,5821939284,2025-09-09,2025,9,9,67.1297,20.92364,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"väster om Nietsavaara, väster om Nietsavaara, Lu lm",,,
gbif,5821945513,2025-09-14,2025,9,14,65.00986,19.6967,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Västerbotten,"Storbacken, Storbacken, Vb",,,
gbif,5821955940,2025-09-08,2025,9,8,61.9134,12.67482,2.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Klingforsen, Dlr",,,
gbif,5821968622,2025-09-15,2025,9,15,61.93082,14.15246,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Härjedalen,"Låddhedarna, Låddhedarna, Hjd",,,
gbif,5821971475,2025-09-09,2025,9,9,67.12969,20.92395,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"väster om Nietsavaara, väster om Nietsavaara, Lu lm",,,
gbif,5821979449,2025-09-10,2025,9,10,63.88659,17.19273,25.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ångermanland,"Hällby kraftstation väst, Hällby kraftstation, Ång",,,
gbif,5821982847,2025-09-09,2025,9,9,62.78275,16.09303,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Jämtland,"Strandåker, Jmt",,,
gbif,5821985602,2025-09-11,2025,9,11,63.27685,14.33633,20.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Jämtland,"Maltkvarnbacken, Maltkvarnbacken, Jmt",,,
gbif,5821985981,2025-09-05,2025,9,5,64.13464,17.50304,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Åsele lappmark,"Kvällsträsk, Ås lm",,,
gbif,5821989408,2025-09-09,2025,9,9,67.12892,20.92273,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"väster om Nietsavaara, väster om Nietsavaara, Lu lm",,,
gbif,5821994048,2025-09-11,2025,9,11,59.40833,18.87935,1414.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Uppland,"Möja Bergs by 600,Möja,Värmdö, Möja Bergs by 600,Möja,Värmdö, Upl",,,
gbif,5821994754,2025-09-05,2025,9,5,64.13487,17.49749,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Åsele lappmark,"Kvällsträsk, Ås lm",,,
gbif,5821999372,2025-09-08,2025,9,8,67.83303,20.78617,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Torne lappmark,"Sautusheden, SO, T lm",,,
gbif,5822001485,2025-09-09,2025,9,9,67.12947,20.92155,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lule lappmark,"väster om Nietsavaara, väster om Nietsavaara, Lu lm",,,
gbif,5822015742,2025-09-14,2025,9,14,61.93266,12.65055,5.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Dalarna,"Grövelnäset , Dlr",,,
gbif,5829587452,2025-09-20,2025,9,20,59.15621,18.2233,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Södermanland,"Högstaskogen, Srm",,,
gbif,5829587994,2025-09-20,2025,9,20,59.15396,18.21852,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Södermanland,"Högstaskogen, Srm",,,
gbif,5829589069,2025-09-18,2025,9,18,64.79292,18.32857,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Lycksele lappmark,"Mettjaurkalven, Mettjaurkalven, Ly lm",,,
gbif,5829622189,2025-09-19,2025,9,19,67.84039,20.91208,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Torne lappmark,"Tikkakantoharju, NO, T lm",,,
gbif,5829639601,2025-09-19,2025,9,19,67.84112,20.91725,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Torne lappmark,"Tikkakantoharju, NO, T lm",,,
gbif,5829642714,2025-09-18,2025,9,18,57.10682,13.75762,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Småland,"Slättö sand NR, Kvarnagård, Slättö, Sm",,,
gbif,5829654177,2025-09-08,2025,9,8,59.16631,18.28414,10.0,HUMAN_OBSERVATION,Unvalidated,Artportalen,38b4c89f-584c-41bb-bd8f-cd1def33e92f,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Södermanland,"N Norrbytorp, Srm",Karaktäristisk lukt.,,
